Opt,CNN_Layers,Dense_Layers,Arch,Loss,Acc
Adadelta,8,1,8_1,1.783350,22.6957
Adamax,3,2,3_2,0.370689,87.4783
rmsprop,1,1,1_1,0.289423,90.0000
Adagrad,2,1,2_1,0.417001,86.4348
Adadelta,2,0,2_0,0.407449,87.7391
Adagrad,7,1,7_1,1.482195,26.7826
Adadelta,3,1,3_1,0.854536,68.9565
Adadelta,0,4,0_4,0.355539,88.5217
Nadam,5,1,5_1,1.246088,45.3913
Nadam,0,0,0_0,0.413070,86.6087
Adam,1,2,1_2,0.261581,91.3043
Adamax,6,4,6_4,1.913539,22.6957
Adamax,7,3,7_3,1.774629,22.6957
Adam,5,1,5_1,1.477764,31.7391
Adadelta,0,4,0_4,0.303982,88.8696
Adadelta,1,4,1_4,0.344285,86.9565
Adamax,5,0,5_0,1.238824,49.0435
rmsprop,3,0,3_0,0.516055,81.5652
SGD,2,3,2_3,1.554485,29.6522
Adagrad,3,0,3_0,0.468592,83.3913
Adam,7,2,7_2,1.585283,40.6957
Adagrad,2,2,2_2,1.159041,65.1304
Adamax,0,2,0_2,0.249827,91.2174
Adam,4,1,4_1,1.142123,48.8696
Adagrad,1,2,1_2,0.301455,88.6087
Adam,1,3,1_3,0.242412,91.6522
Nadam,0,4,0_4,0.260613,91.1304
Adadelta,0,4,0_4,0.317949,87.9130
Adagrad,8,4,8_4,1.736737,29.6522
SGD,6,2,6_2,1.584184,29.6522
Adagrad,2,0,2_0,0.470287,83.7391
Adam,0,4,0_4,0.277470,90.7826
rmsprop,1,3,1_3,0.301060,90.3478
Nadam,7,4,7_4,1.524406,24.4348
rmsprop,1,4,1_4,0.310414,89.1304
Nadam,3,2,3_2,0.370231,87.7391
Nadam,1,2,1_2,0.254931,91.6522
Adagrad,0,1,0_1,0.310594,88.6957
Adagrad,4,3,4_3,1.685658,24.2609
rmsprop,0,1,0_1,0.302719,89.3913
rmsprop,1,2,1_2,0.413790,84.0870
Adam,6,2,6_2,1.903949,23.4783
Adam,5,4,5_4,2.184345,18.6087
Nadam,4,4,4_4,1.463097,30.0000
Adam,4,1,4_1,0.488136,83.2174
Adam,4,0,4_0,0.419593,87.3913
SGD,4,0,4_0,1.565891,29.6522
Adadelta,7,2,7_2,1.893354,24.5217
Adamax,4,4,4_4,1.742705,30.5217
Adam,3,4,3_4,1.475871,31.8261
Adam,4,3,4_3,1.877147,28.2609
rmsprop,5,2,5_2,1.757257,23.9130
Adadelta,8,0,8_0,1.452723,42.8696
Adam,7,4,7_4,1.886208,22.6957
SGD,7,1,7_1,1.588475,29.6522
Adagrad,7,0,7_0,1.460150,30.0870
Nadam,0,4,0_4,0.278984,90.9565
Adagrad,1,3,1_3,0.303656,88.7826
Adagrad,4,3,4_3,1.511165,27.5652
rmsprop,1,0,1_0,0.476207,86.3478
Adamax,8,2,8_2,1.772156,22.6957
Adadelta,0,4,0_4,0.320890,89.9130
Adagrad,3,1,3_1,0.989641,61.4783
rmsprop,1,2,1_2,0.260717,92.4348
Adamax,7,4,7_4,1.795603,22.6957
SGD,0,0,0_0,0.825975,67.2174
Adamax,5,0,5_0,0.497163,83.1304
SGD,6,4,6_4,1.588290,29.6522
Adadelta,0,2,0_2,0.305194,89.4783
Adagrad,3,3,3_3,1.543639,29.3913
Adam,5,3,5_3,2.002159,24.7826
Adamax,2,3,2_3,0.350749,87.3913
Adam,0,1,0_1,0.250936,92.0870
Adamax,6,4,6_4,1.862045,20.8696
rmsprop,5,2,5_2,2.001283,20.3478
Adamax,6,2,6_2,1.872148,22.6957
Nadam,3,1,3_1,0.390809,85.2174
rmsprop,3,3,3_3,0.823299,69.8261
Adam,5,0,5_0,0.567793,80.5217
Adadelta,1,2,1_2,0.382319,85.4783
Adam,1,1,1_1,0.268307,90.8696
Adadelta,8,2,8_2,2.029907,22.6957
Adadelta,3,0,3_0,0.562122,80.0870
rmsprop,0,3,0_3,0.308587,89.9130
Adam,5,2,5_2,1.879745,24.4348
Adagrad,0,3,0_3,0.265677,90.6957
rmsprop,4,0,4_0,0.426031,86.7826
Adamax,1,4,1_4,0.242625,91.8261
rmsprop,3,0,3_0,0.623577,79.1304
rmsprop,6,2,6_2,1.834190,21.3043
Adagrad,5,2,5_2,1.777725,24.8696
Nadam,7,0,7_0,1.456963,28.7826
Adam,2,4,2_4,0.317044,89.8261
rmsprop,6,3,6_3,2.056284,20.7826
Nadam,1,0,1_0,0.386526,88.4348
Adamax,0,0,0_0,0.439529,86.2609
SGD,3,0,3_0,1.557259,29.6522
Adam,1,4,1_4,0.280567,90.5217
Adamax,3,2,3_2,0.472394,83.3913
Nadam,7,4,7_4,2.140580,22.6957
SGD,0,3,0_3,1.532515,29.6522
Adam,0,4,0_4,0.245727,92.3478
Adadelta,5,1,5_1,1.351355,34.6087
SGD,1,3,1_3,1.535728,29.6522
Adam,1,4,1_4,0.267282,91.3043
Adagrad,1,0,1_0,0.423170,86.1739
SGD,7,4,7_4,1.594505,29.6522
Nadam,6,1,6_1,1.671611,23.9130
Adadelta,3,1,3_1,0.476902,83.1304
Adagrad,2,3,2_3,0.729954,71.2174
Adam,5,3,5_3,2.226954,21.6522
rmsprop,5,3,5_3,1.779534,22.0000
Nadam,7,0,7_0,1.245549,36.2609
Adam,0,0,0_0,0.481456,85.6522
Nadam,5,4,5_4,1.552547,27.9130
SGD,3,1,3_1,1.553436,29.6522
Adagrad,0,2,0_2,0.278636,90.6957
Adam,6,1,6_1,1.593183,23.3913
SGD,6,1,6_1,1.577922,29.6522
rmsprop,0,2,0_2,0.380271,86.6087
rmsprop,3,3,3_3,1.281770,45.7391
Nadam,8,2,8_2,1.905706,19.9130
Adam,1,2,1_2,0.291810,88.7826
Adam,4,0,4_0,0.456193,86.0870
Adadelta,0,2,0_2,0.403968,86.0000
Adamax,2,0,2_0,0.423913,86.4348
SGD,1,3,1_3,1.515327,29.6522
SGD,8,4,8_4,1.591567,29.6522
Adamax,0,2,0_2,0.255079,91.1304
Adam,2,0,2_0,0.432051,87.3043
Adagrad,5,3,5_3,1.706593,24.4348
rmsprop,7,4,7_4,2.350559,20.3478
Nadam,6,1,6_1,1.141847,44.8696
Adam,5,0,5_0,0.406590,85.3043
Nadam,4,3,4_3,1.973264,24.5217
Adadelta,0,1,0_1,0.511980,81.6522
Adadelta,6,3,6_3,1.574463,30.8696
SGD,5,0,5_0,1.571846,29.6522
SGD,2,0,2_0,0.845484,67.3913
rmsprop,4,2,4_2,0.934118,62.1739
Adamax,6,3,6_3,2.046664,22.6957
Adagrad,8,0,8_0,1.376109,37.7391
Adamax,5,3,5_3,1.849125,22.6957
rmsprop,2,4,2_4,0.400779,85.9130
Adagrad,8,1,8_1,1.253430,29.7391
SGD,6,1,6_1,1.563500,29.2174
Adamax,4,1,4_1,1.505060,36.2609
Adam,1,2,1_2,0.250104,91.1304
Adagrad,6,0,6_0,1.288793,44.0000
Adagrad,4,4,4_4,1.562993,27.4783
Adagrad,6,2,6_2,1.944004,26.0000
Adam,7,4,7_4,1.932698,22.6957
Adam,0,4,0_4,0.249844,91.4783
Adadelta,8,2,8_2,1.604539,22.6957
Adadelta,7,0,7_0,1.695916,23.0435
rmsprop,2,4,2_4,0.338993,88.3478
Adadelta,6,3,6_3,1.504789,26.6087
Nadam,8,3,8_3,1.565951,29.6522
rmsprop,4,3,4_3,1.703512,25.3913
SGD,5,2,5_2,1.583403,29.6522
Adam,2,2,2_2,0.264126,90.8696
Nadam,1,3,1_3,0.343729,88.0870
Adamax,7,3,7_3,1.691727,22.6957
Adadelta,7,1,7_1,1.516548,26.0000
Adam,2,2,2_2,0.254458,91.2174
Adam,6,0,6_0,0.887741,62.0000
Adam,0,3,0_3,0.248967,90.7826
Adagrad,2,4,2_4,0.577923,80.0000
Adam,4,3,4_3,1.852450,23.4783
Adam,6,2,6_2,1.888857,21.3913
Adam,5,0,5_0,0.733970,73.9130
Adagrad,0,3,0_3,0.309967,89.4783
Adamax,2,0,2_0,0.472503,85.4783
SGD,3,2,3_2,1.547230,29.6522
rmsprop,8,0,8_0,1.601722,23.7391
Adamax,8,0,8_0,1.502305,32.0870
Adamax,7,3,7_3,1.555975,23.5652
Adagrad,7,2,7_2,1.691894,22.9565
Adamax,7,1,7_1,1.629176,22.6957
Adam,7,1,7_1,1.607136,22.6957
Adagrad,8,2,8_2,1.668214,22.6957
SGD,0,4,0_4,1.576395,29.6522
SGD,6,1,6_1,1.578259,29.6522
Nadam,4,3,4_3,1.906257,26.9565
rmsprop,7,3,7_3,2.131588,22.6957
SGD,8,0,8_0,1.587682,29.6522
rmsprop,6,2,6_2,1.911954,23.6522
Nadam,3,3,3_3,1.728592,34.6957
Adagrad,6,0,6_0,1.408881,31.2174
Adadelta,3,4,3_4,1.102618,49.3043
Adamax,1,3,1_3,0.254857,90.8696
SGD,7,3,7_3,1.589293,29.6522
Adamax,4,3,4_3,1.821083,29.1304
Adadelta,3,1,3_1,0.455112,84.7826
Nadam,7,1,7_1,1.819833,22.0870
SGD,2,4,2_4,1.581214,29.6522
Adagrad,4,2,4_2,1.722113,33.2174
Nadam,4,3,4_3,1.404497,34.0000
SGD,4,3,4_3,1.573933,29.6522
Adadelta,2,3,2_3,0.471161,82.6087
rmsprop,0,3,0_3,0.291903,90.7826
SGD,1,0,1_0,1.420393,30.7826
Adam,8,3,8_3,1.830881,22.6957
Adagrad,0,4,0_4,0.272141,90.5217
Adamax,3,2,3_2,0.588090,80.8696
Nadam,4,3,4_3,1.649104,27.6522
Adagrad,7,1,7_1,1.570125,24.9565
rmsprop,2,0,2_0,0.589563,76.5217
rmsprop,1,1,1_1,0.318016,89.2174
rmsprop,1,1,1_1,0.333338,89.4783
SGD,5,3,5_3,1.578457,29.6522
Adadelta,7,1,7_1,1.492057,26.3478
Adagrad,0,3,0_3,0.292325,90.0870
Adadelta,1,0,1_0,0.423736,86.3478
Adam,1,2,1_2,0.305757,89.3043
Adadelta,1,4,1_4,0.294257,89.8261
Adamax,2,2,2_2,0.396667,85.5652
Adadelta,6,0,6_0,1.525698,30.7826
Nadam,5,0,5_0,0.428745,87.1304
SGD,7,3,7_3,1.589633,29.6522
SGD,1,1,1_1,1.449022,29.6522
Adagrad,4,3,4_3,2.029952,19.3913
Nadam,7,4,7_4,1.414582,31.3043
Nadam,5,3,5_3,2.113081,22.0870
rmsprop,7,0,7_0,1.370985,30.0870
Adam,3,1,3_1,0.401423,86.3478
Nadam,3,3,3_3,1.606336,35.7391
Adamax,3,2,3_2,0.474867,82.1739
rmsprop,7,2,7_2,2.053117,23.3913
Adamax,1,0,1_0,0.419624,85.9130
Adam,7,3,7_3,1.848362,32.6087
SGD,3,4,3_4,1.577262,29.6522
Adamax,1,1,1_1,0.290617,90.2609
SGD,1,4,1_4,1.579922,29.6522
Nadam,0,0,0_0,0.408663,88.1739
Adagrad,3,0,3_0,0.482816,86.4348
Adam,0,0,0_0,0.379326,87.7391
SGD,8,2,8_2,1.589054,29.6522
rmsprop,0,2,0_2,0.348669,87.4783
Adam,6,1,6_1,1.630321,23.6522
Adadelta,0,2,0_2,0.281289,89.5652
Adam,2,1,2_1,0.306296,89.3043
Adamax,7,3,7_3,1.756712,22.6957
Adam,7,4,7_4,1.952783,22.6957
rmsprop,6,2,6_2,1.854882,21.7391
Nadam,3,1,3_1,0.359336,86.9565
SGD,0,4,0_4,1.537421,29.6522
Adamax,7,0,7_0,1.584335,22.6957
Adagrad,2,1,2_1,0.357363,88.2609
Adagrad,8,3,8_3,1.590568,22.6957
rmsprop,7,1,7_1,1.667436,23.7391
Adadelta,7,1,7_1,1.545607,31.5652
Adagrad,1,3,1_3,0.295170,89.5652
rmsprop,6,3,6_3,2.383103,20.2609
rmsprop,0,3,0_3,0.860169,78.8696
Adagrad,5,2,5_2,1.250621,40.9565
Adadelta,0,2,0_2,0.539852,79.9130
rmsprop,5,3,5_3,1.914168,23.2174
Adamax,7,2,7_2,1.938526,21.0435
Adagrad,3,0,3_0,0.407921,86.9565
Adam,1,1,1_1,0.286250,90.5217
Adam,5,1,5_1,1.391549,34.9565
SGD,5,2,5_2,1.545398,44.7826
Adam,8,2,8_2,1.762522,22.7826
rmsprop,8,1,8_1,1.735629,23.3043
rmsprop,3,2,3_2,0.772685,69.9130
SGD,2,2,2_2,1.541786,29.6522
rmsprop,4,0,4_0,0.521833,84.6957
rmsprop,2,3,2_3,0.492777,81.7391
rmsprop,5,4,5_4,1.909066,22.6957
Adagrad,4,3,4_3,1.506371,35.9130
Nadam,1,2,1_2,0.289407,89.6522
rmsprop,1,2,1_2,0.283192,90.8696
Adadelta,0,1,0_1,0.423095,85.6522
Nadam,6,0,6_0,0.665843,74.8696
Adamax,5,1,5_1,1.643752,24.6087
Nadam,1,0,1_0,0.380434,87.7391
rmsprop,0,3,0_3,0.514170,84.8696
Adadelta,5,1,5_1,1.527714,26.6087
SGD,4,0,4_0,1.547564,29.6522
Adamax,8,2,8_2,1.721294,22.6957
Adam,0,3,0_3,0.249522,91.6522
Adamax,2,1,2_1,0.318095,89.3043
rmsprop,2,1,2_1,0.362157,87.1304
Adagrad,6,1,6_1,1.633541,31.1304
SGD,1,3,1_3,1.555106,29.6522
Adamax,8,4,8_4,1.764463,22.6957
Adam,8,2,8_2,1.695767,22.6087
Adagrad,7,4,7_4,1.616990,22.6957
rmsprop,0,4,0_4,0.283904,91.0435
rmsprop,6,0,6_0,1.221056,46.0000
Adadelta,3,2,3_2,0.750867,72.1739
Adagrad,2,0,2_0,0.489452,83.7391
Adagrad,7,4,7_4,1.277346,32.2609
Adamax,5,2,5_2,1.840491,22.6957
rmsprop,7,0,7_0,1.345964,32.5217
Adamax,3,0,3_0,0.422735,87.7391
Adagrad,3,3,3_3,1.347764,40.7826
SGD,5,1,5_1,1.564781,29.6522
Adagrad,0,1,0_1,0.320470,88.9565
Adadelta,2,2,2_2,0.403789,84.9565
Nadam,4,2,4_2,1.285031,40.6087
SGD,5,0,5_0,1.579768,29.6522
Adamax,5,4,5_4,1.999139,22.6957
Adadelta,7,1,7_1,1.878087,22.6957
SGD,6,0,6_0,1.579594,29.6522
Adam,3,1,3_1,0.386171,85.6522
Adam,1,2,1_2,0.242858,91.3913
Adamax,0,3,0_3,0.253920,91.0435
SGD,4,2,4_2,1.553533,29.6522
rmsprop,6,3,6_3,2.277435,20.5217
Nadam,1,1,1_1,0.262613,92.0000
Adagrad,6,2,6_2,1.563812,29.6522
Nadam,8,4,8_4,1.563682,29.6522
Adamax,6,3,6_3,1.799409,22.7826
Adagrad,7,1,7_1,1.851122,23.2174
Adamax,7,1,7_1,1.601565,22.6957
Adam,4,0,4_0,0.418986,87.5652
SGD,4,1,4_1,1.573556,29.6522
rmsprop,3,1,3_1,0.381719,87.5652
SGD,6,4,6_4,1.588632,29.6522
Nadam,6,0,6_0,0.755576,70.7826
Adagrad,1,0,1_0,0.441226,85.6522
Adagrad,0,0,0_0,0.386119,87.7391
Adamax,0,0,0_0,0.478588,86.0870
SGD,8,2,8_2,1.590455,29.6522
Nadam,1,2,1_2,0.256063,91.6522
Adamax,6,0,6_0,1.448276,40.1739
Nadam,6,2,6_2,2.226711,24.6957
SGD,4,4,4_4,1.583879,29.6522
SGD,3,1,3_1,1.517865,29.6522
Adadelta,2,1,2_1,0.553253,80.6957
Adamax,7,4,7_4,1.912314,22.6957
rmsprop,8,4,8_4,2.079791,22.6957
Adadelta,8,4,8_4,1.850227,22.6957
Adagrad,1,0,1_0,0.386531,87.4783
SGD,1,2,1_2,1.429137,29.7391
Adadelta,6,2,6_2,1.923157,24.8696
Adagrad,7,2,7_2,1.753964,23.3913
Adam,6,4,6_4,1.744941,19.1304
SGD,5,0,5_0,1.538817,29.6522
Nadam,7,4,7_4,2.291667,19.7391
Adagrad,6,2,6_2,1.809430,22.7826
Adagrad,8,2,8_2,1.555028,29.6522
Adam,6,4,6_4,2.009164,22.6957
Adagrad,4,3,4_3,1.882774,31.3913
Adadelta,6,0,6_0,1.146104,52.0870
Adamax,1,1,1_1,0.316212,88.7826
Adadelta,7,3,7_3,1.825918,22.6957
Adadelta,1,3,1_3,0.339098,86.6957
Nadam,7,4,7_4,1.563835,29.6522
Adam,4,1,4_1,0.563125,77.9130
SGD,3,4,3_4,1.587792,29.6522
Adam,5,3,5_3,2.099458,24.1739
Adadelta,8,3,8_3,1.564139,29.6522
SGD,5,0,5_0,1.563600,29.6522
Adadelta,1,3,1_3,0.292944,90.3478
Adagrad,4,4,4_4,1.860970,21.2174
SGD,8,3,8_3,1.589214,29.6522
Nadam,6,4,6_4,1.673711,22.7826
Adagrad,0,2,0_2,0.262539,90.6957
Adamax,8,3,8_3,1.815249,22.6957
rmsprop,2,1,2_1,0.344734,88.0000
Adamax,7,3,7_3,1.712041,22.6957
SGD,2,4,2_4,1.571555,29.6522
Adagrad,6,3,6_3,2.075845,20.6957
Adam,6,1,6_1,1.635549,23.5652
Adagrad,5,0,5_0,0.730615,74.2609
SGD,6,1,6_1,1.580330,29.6522
Adam,5,1,5_1,1.439115,35.1304
Adamax,7,0,7_0,1.561483,37.5652
Adam,7,2,7_2,1.634645,22.0870
Adadelta,5,4,5_4,2.022194,20.2609
rmsprop,2,3,2_3,0.372117,87.2174
Nadam,5,0,5_0,0.407933,86.3478
Nadam,0,1,0_1,0.366336,86.9565
Nadam,0,1,0_1,0.346619,87.9130
Adagrad,5,1,5_1,1.272318,38.7826
SGD,7,4,7_4,1.589098,29.6522
SGD,2,4,2_4,1.574557,29.6522
rmsprop,6,1,6_1,1.511484,25.5652
Adam,8,3,8_3,1.922295,22.6957
Adadelta,8,2,8_2,1.573215,22.6957
Nadam,5,1,5_1,0.606402,77.3043
Adamax,6,4,6_4,1.899565,22.6957
Adamax,2,2,2_2,0.345402,87.9130
Adagrad,7,3,7_3,1.560573,24.6957
Adadelta,2,0,2_0,0.532657,79.3043
Adadelta,8,1,8_1,1.758685,22.8696
Adam,7,0,7_0,1.326074,31.3043
rmsprop,5,0,5_0,0.507944,82.1739
rmsprop,6,0,6_0,1.093762,61.6522
Adam,5,4,5_4,2.224286,20.8696
Adagrad,1,4,1_4,0.282991,90.6087
Adamax,2,2,2_2,0.384091,85.3913
Nadam,5,3,5_3,2.446758,19.6522
Adagrad,2,4,2_4,0.623639,75.8261
Nadam,2,1,2_1,0.363479,87.3043
Adagrad,3,0,3_0,0.513191,82.8696
Adagrad,3,4,3_4,1.008929,61.0435
rmsprop,8,3,8_3,1.846774,22.6957
Adadelta,4,0,4_0,0.788614,75.2174
SGD,1,4,1_4,1.544135,29.6522
SGD,1,1,1_1,0.707537,72.7826
Adadelta,7,4,7_4,1.657846,22.0870
SGD,0,2,0_2,1.551320,29.6522
Adagrad,4,3,4_3,2.248397,20.5217
rmsprop,1,2,1_2,0.320212,88.5217
SGD,2,1,2_1,0.800740,68.8696
Adadelta,3,4,3_4,1.361041,37.6522
Adadelta,0,3,0_3,0.268220,90.9565
Adamax,6,4,6_4,1.938609,22.6957
Adadelta,6,0,6_0,1.447275,30.0870
Adamax,6,2,6_2,1.802113,22.6957
SGD,4,0,4_0,1.568023,29.6522
Adam,1,0,1_0,0.391553,87.0435
SGD,4,4,4_4,1.579678,29.6522
Adadelta,0,1,0_1,0.298106,89.9130
SGD,4,2,4_2,1.584697,29.6522
Adamax,0,2,0_2,0.265714,90.0000
SGD,1,0,1_0,1.387457,31.8261
Adamax,7,4,7_4,1.836904,22.6957
Adagrad,2,4,2_4,0.689257,73.5652
rmsprop,2,0,2_0,0.497230,83.1304
Adamax,4,1,4_1,1.233573,46.5217
SGD,2,0,2_0,1.472082,30.2609
Adadelta,2,0,2_0,0.514946,82.7826
SGD,7,4,7_4,1.589161,29.6522
SGD,5,2,5_2,1.579581,29.6522
Adadelta,2,4,2_4,0.808024,69.4783
rmsprop,3,4,3_4,1.283277,53.5652
Adamax,0,2,0_2,0.242761,92.1739
SGD,3,3,3_3,1.568236,29.6522
Adagrad,7,0,7_0,1.503329,26.1739
Nadam,2,2,2_2,0.447094,85.3043
rmsprop,3,2,3_2,0.621224,77.9130
Adagrad,6,3,6_3,1.724101,25.5652
Nadam,3,1,3_1,0.300975,89.9130
Nadam,4,0,4_0,0.490874,83.9130
Adadelta,0,1,0_1,0.587466,78.0870
Nadam,1,4,1_4,0.262123,91.3913
Adamax,3,4,3_4,1.695334,27.8261
SGD,0,4,0_4,1.568909,29.6522
Nadam,1,1,1_1,0.289075,90.0870
SGD,3,2,3_2,1.580914,29.6522
rmsprop,2,1,2_1,0.509502,80.0870
Adam,1,0,1_0,0.384367,88.0000
Adagrad,2,0,2_0,0.409528,87.9130
SGD,2,0,2_0,0.863583,66.0000
Adagrad,6,2,6_2,1.916307,20.8696
Adadelta,6,1,6_1,1.438989,29.3043
SGD,2,1,2_1,0.834342,66.8696
Adam,0,3,0_3,0.250103,92.0000
Adam,4,4,4_4,1.742695,28.6087
Nadam,2,3,2_3,0.318133,90.0870
Adagrad,4,4,4_4,1.893589,24.6957
SGD,2,1,2_1,0.805330,68.9565
Adam,6,3,6_3,2.022487,20.8696
Nadam,4,1,4_1,0.634813,76.2609
Adamax,3,3,3_3,1.561572,30.9565
Nadam,2,4,2_4,0.665559,75.3043
Adadelta,7,1,7_1,1.637624,22.6957
Nadam,3,0,3_0,0.454593,85.9130
Nadam,6,4,6_4,2.301766,20.6957
Adagrad,0,0,0_0,0.454147,84.5217
Adam,8,2,8_2,2.161604,20.2609
rmsprop,8,3,8_3,1.887017,22.6957
SGD,1,1,1_1,1.502224,29.6522
SGD,8,2,8_2,1.590143,29.6522
SGD,5,3,5_3,1.579192,29.6522
SGD,3,4,3_4,1.585029,29.6522
Nadam,3,0,3_0,0.442025,86.3478
Adamax,3,0,3_0,0.443098,86.0870
Adamax,8,0,8_0,1.581538,27.1304
Adamax,7,4,7_4,1.851707,22.6957
Adamax,8,0,8_0,1.342147,41.9130
Nadam,0,0,0_0,0.420474,86.5217
Adamax,0,2,0_2,0.252926,91.3913
Adamax,1,3,1_3,0.243412,91.7391
Nadam,5,2,5_2,1.320005,45.5652
Adagrad,8,4,8_4,2.204772,20.2609
Adam,1,3,1_3,0.257831,90.7826
rmsprop,3,3,3_3,1.522844,30.1739
Adamax,2,0,2_0,0.757639,69.4783
Adagrad,7,3,7_3,2.078203,20.4348
Adam,2,1,2_1,0.299041,90.2609
Adamax,6,2,6_2,1.839751,22.6957
Adadelta,8,3,8_3,1.948254,22.6957
Adam,4,0,4_0,0.438446,86.6087
SGD,0,4,0_4,1.581717,29.6522
Adam,0,0,0_0,0.423253,88.3478
Adagrad,4,4,4_4,1.722819,28.8696
rmsprop,7,2,7_2,1.935920,20.7826
rmsprop,3,4,3_4,1.594593,31.7391
rmsprop,3,0,3_0,0.465512,83.8261
Nadam,6,2,6_2,2.133513,21.0435
SGD,2,2,2_2,0.920983,63.7391
Adamax,0,1,0_1,0.347296,88.4348
Adamax,4,3,4_3,1.836616,24.7826
Adagrad,6,4,6_4,1.583189,29.3913
Adam,3,3,3_3,1.675227,26.4348
rmsprop,4,1,4_1,0.873006,68.5217
Nadam,5,0,5_0,0.779255,71.3043
Adam,2,0,2_0,0.442874,84.1739
Adadelta,7,1,7_1,1.316075,44.1739
Adam,5,3,5_3,2.002275,26.4348
SGD,2,4,2_4,1.581715,29.6522
Adam,0,0,0_0,0.381925,87.5652
Adagrad,1,4,1_4,0.285923,90.0000
Nadam,5,1,5_1,1.006100,58.3478
Adadelta,5,0,5_0,0.900961,66.7826
Adagrad,6,1,6_1,1.417161,29.0435
Adadelta,8,1,8_1,1.605499,24.4348
Adagrad,5,1,5_1,1.051521,59.4783
Adam,0,1,0_1,0.278903,90.6957
Adagrad,5,3,5_3,1.657811,23.6522
SGD,3,3,3_3,1.572448,29.6522
Adadelta,3,2,3_2,0.911879,63.9130
rmsprop,7,4,7_4,1.987881,22.6957
SGD,7,3,7_3,1.589757,29.6522
rmsprop,5,1,5_1,1.367139,31.9130
Adam,2,0,2_0,0.391701,88.4348
Adadelta,0,1,0_1,0.507414,80.5217
Adagrad,1,0,1_0,0.409217,87.3043
Adagrad,8,4,8_4,1.802058,22.6957
Adadelta,7,0,7_0,1.343331,29.4783
Adadelta,3,2,3_2,0.828110,69.4783
SGD,7,3,7_3,1.589020,29.6522
SGD,8,3,8_3,1.589710,29.6522
Adagrad,2,4,2_4,0.895095,73.9130
Adam,6,2,6_2,2.032079,24.0000
Adagrad,2,2,2_2,0.967207,68.2609
SGD,8,2,8_2,1.588443,29.6522
SGD,8,0,8_0,1.588321,29.6522
SGD,6,1,6_1,1.584846,29.6522
Adam,5,3,5_3,2.114094,22.0870
Adagrad,5,4,5_4,1.769468,21.8261
Adagrad,2,4,2_4,0.454947,83.6522
Adagrad,7,2,7_2,1.952846,22.8696
Adam,3,4,3_4,1.591129,28.2609
Nadam,8,1,8_1,1.881295,22.6957
Adamax,4,2,4_2,1.357404,36.8696
Adam,8,1,8_1,1.623163,22.6957
Adagrad,3,1,3_1,0.469924,84.0000
SGD,8,4,8_4,1.592152,29.6522
rmsprop,4,4,4_4,2.273617,23.0435
Adamax,4,1,4_1,1.279601,46.2609
Adamax,7,4,7_4,1.768934,22.6957
SGD,5,3,5_3,1.584404,29.6522
SGD,8,1,8_1,1.586959,29.6522
Adamax,7,1,7_1,1.614572,22.6957
rmsprop,0,2,0_2,0.300792,89.6522
rmsprop,3,4,3_4,1.550685,28.4348
Adamax,4,4,4_4,1.843391,22.7826
Adamax,1,3,1_3,0.287677,90.5217
Adagrad,0,4,0_4,0.282528,90.7826
Adamax,1,3,1_3,0.233986,91.7391
Nadam,1,3,1_3,0.343062,88.0000
Nadam,4,2,4_2,1.272415,40.6957
Adadelta,5,2,5_2,1.289085,43.3913
Adadelta,1,4,1_4,0.349015,87.1304
rmsprop,6,1,6_1,1.448850,29.1304
Adamax,5,1,5_1,1.535897,36.3478
Adagrad,1,0,1_0,0.439053,86.0870
SGD,4,2,4_2,1.583330,29.6522
Nadam,1,0,1_0,0.475390,82.8696
rmsprop,6,2,6_2,1.780687,24.6087
SGD,3,0,3_0,1.518838,29.6522
Adadelta,1,2,1_2,0.377080,86.9565
Nadam,2,3,2_3,0.314659,88.4348
rmsprop,4,0,4_0,0.479478,82.5217
rmsprop,5,4,5_4,2.012873,20.6087
Adagrad,3,1,3_1,0.397623,85.3043
SGD,4,4,4_4,1.584868,29.6522
SGD,8,4,8_4,1.591447,29.6522
SGD,8,1,8_1,1.589348,29.6522
Adamax,3,2,3_2,0.619567,78.6087
rmsprop,4,1,4_1,1.277278,42.6087
rmsprop,0,3,0_3,0.311712,89.4783
Adagrad,3,1,3_1,0.552860,81.1304
SGD,4,0,4_0,1.550469,29.6522
Nadam,2,3,2_3,0.415912,85.3913
Adagrad,4,1,4_1,1.544956,31.1304
Adam,5,2,5_2,1.719779,29.1304
Adagrad,6,4,6_4,1.952262,22.6957
Adagrad,3,2,3_2,1.114117,54.3478
Adagrad,5,0,5_0,0.730536,76.0000
Nadam,4,1,4_1,0.358084,87.2174
Nadam,8,0,8_0,1.451933,28.0870
Adadelta,4,1,4_1,1.192769,51.8261
rmsprop,5,1,5_1,1.822692,22.3478
rmsprop,4,4,4_4,1.614026,25.3043
Adamax,4,2,4_2,1.719559,29.4783
Adadelta,2,4,2_4,0.528535,80.7826
SGD,6,4,6_4,1.589388,29.6522
Nadam,1,2,1_2,0.318615,90.0000
Adadelta,2,4,2_4,0.436523,85.3913
Adadelta,2,1,2_1,0.651063,73.4783
Adam,3,1,3_1,0.354017,88.8696
SGD,3,1,3_1,1.063198,58.6087
Adam,7,0,7_0,1.197462,41.4783
rmsprop,4,1,4_1,0.729923,72.7826
Nadam,3,0,3_0,0.423831,87.1304
rmsprop,8,3,8_3,1.835730,22.6957
